Author(s) ID,Link
"57213604133;57213588669;57195939191;34771890400;8971393400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077853900&doi=10.1080%2f01969722.2019.1705552&partnerID=40&md5=2b9fd9bbd3247151ea6fbc7d09c82156"
"36988189500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082712187&doi=10.1109%2fACCESS.2020.2981892&partnerID=40&md5=3c75ea6bc640c07bce881aa061d25969"
"26422494700;57212387785;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076530614&doi=10.1016%2fj.heliyon.2019.e03033&partnerID=40&md5=ff68a6b42606668c35a0b56f44f6900b"
"14045884300;57194205165;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072056350&doi=10.1088%2f1741-2552%2fab36db&partnerID=40&md5=0706b7b421a60adf4de396ec1bf2c866"
"57208077893;57191826932;57207795781;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072202726&doi=10.5194%2fisprs-archives-XLII-2-W15-165-2019&partnerID=40&md5=f0aafb77193fc2661343c0a7d722b934"
"57191343620;57194417823;57208041722;57207990149;57196671664;56358256300;48861682100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063491456&doi=10.1109%2fI-SMAC.2018.8653742&partnerID=40&md5=21ebe17db6bd83fb7695d6efcc4227b9"
"6602611997;55263546900;8957803000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068982794&doi=10.1007%2fs10209-019-00667-w&partnerID=40&md5=435f78dec1e4e8ef5e41c63bf7394098"
"57202984513;57202984960;8568805300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050125937&doi=10.1016%2fj.csi.2018.07.001&partnerID=40&md5=0cdf8b0af87e885003a96ef85f48ad01"
"41261133600;14320553400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052741234&doi=10.1109%2fHSI.2018.8431342&partnerID=40&md5=5e0e5e1073a23e13becd4783bda0772d"
"56925082000;6507794445;9636895500;49663102500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040658898&doi=10.22266%2fijies2018.0228.04&partnerID=40&md5=5a04b5371539b2623a02b976bf1e5052"
"36647291800;57190133020;6602425969;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040254664&doi=10.1007%2f978-3-319-73888-8_80&partnerID=40&md5=8daea2c123e18b96f8f6a96749932cff"
"36647291800;57190133020;6602425969;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040258563&doi=10.1007%2f978-3-319-73888-8_54&partnerID=40&md5=16755c2263f5676a523a756e61df6cb0"
"57195283481;57195275246;55350144300;36668444000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026744920&doi=10.3233%2f978-1-61499-773-3-39&partnerID=40&md5=437acb6785ab7e8b3e40d81d1b744008"
"57194093183;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018718128&doi=10.1007%2f978-3-319-57141-6_37&partnerID=40&md5=33d3d671e40192b09e8c2f735ead7b5d"
"36647291800;23393318200;51061592400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988489774&doi=10.1007%2f978-3-319-43982-2_35&partnerID=40&md5=f2586dde4c453c698e2c60e594de8ab9"
"36647291800;6602425969;57191632175;56508463200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992200283&doi=10.1109%2fHSI.2016.7529674&partnerID=40&md5=a575605cff0127649cf88ff54a3a4023"
"36647291800;6602425969;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992183862&doi=10.1109%2fHSI.2016.7529673&partnerID=40&md5=b6d905b3544cb413181de0b6dc85d577"
"36647291800;6602425969;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015257593&doi=10.1109%2fENIC.2016.031&partnerID=40&md5=53a2f46df39d1b67fb9947b5eabba92d"
"57190133020;6602425969;57190133155;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977548092&doi=10.1007%2f978-3-319-40409-7_38&partnerID=40&md5=84d7cf7edb0a74a37c36d08f1f2c93a9"
"36647291800;6602425969;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960104625&doi=10.1145%2f2814464.2814476&partnerID=40&md5=d45815936ad7986f8facb9b7211979e8"
"50362129300;6602425969;36647291800;56491064300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925263152&doi=10.1007%2f978-3-319-15705-4_35&partnerID=40&md5=6b3cf7d42d37475dbf956916e41fb0f9"
"6602076403;15056180800;6602425969;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964506456&doi=10.1109%2fDSDIS.2015.63&partnerID=40&md5=10e30dda5d46a752a517fb51b361e6ff"
"36647291800;6602425969;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947235613&doi=10.1007%2f978-3-319-20901-2_16&partnerID=40&md5=cdb5ff7f776f681e2c45087efeffc3dd"
"6602076403;15056180800;6602425969;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964526740&doi=10.1109%2fDSDIS.2015.61&partnerID=40&md5=5fd6e079b06a1d9ec8addd1ac47b3c59"
"41261133600;14320553400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945973914&doi=10.1109%2fHSI.2015.7170698&partnerID=40&md5=35f91f1c79b47f17fb3e9a2306e47aaa"
"36647291800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899969343&doi=10.1007%2f978-3-319-05476-6_39&partnerID=40&md5=6c8dd470b090e35c9e3892f9399c46da"
