Author(s) ID,Link
"57210174425;57188996180;15761056800;36929798800;6602491059;7005144048;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072288045&doi=10.1109%2fISSE.2019.8810297&partnerID=40&md5=7624e9aa583f526f728cc1d8c0e46beb"
