Authors,Link
"Günay E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016223939&doi=10.12693%2fAPhysPolA.131.143&partnerID=40&md5=2c9bf61d91fd9cfa1e30be12b1bec742"
"Grebenyuk S., Klymenko M., Titova O.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987896839&partnerID=40&md5=d2b3bf9dbc25fc2822ee40b42585b06e"
"Grebenyuk S., Klymenko M., Titova O., Boguslavska A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988457301&partnerID=40&md5=72f8348b5a2d7209c3d3ea89d9fa3113"
"Patralski K., Konderla P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939516073&doi=10.5277%2fABB-00038-2014-02&partnerID=40&md5=4f26cb847fa7549550e1d81e3f4c4e7f"
"Grebenyuk S.N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028155014&doi=10.1016%2fj.jappmathmech.2014.07.012&partnerID=40&md5=be02da7741b77cfea46a7f23e25baf2b"
"Datta S., Chattopadhyay P.P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886486290&doi=10.1179%2f1743280413Y.0000000021&partnerID=40&md5=550866457c1674106a716a52e908667b"
"Klasztorny M., Nycz D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893953091&partnerID=40&md5=598dbe0cf71d5764c3b6c7eb20c026e7"
"Salant R.F.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951608104&doi=10.1243%2f09544062JMES2181&partnerID=40&md5=2496d04281bb69a23a15db16f27b5e0f"
"Marović P., Nikolić Z., Galić M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23844490730&doi=10.1108%2f02644400510603069&partnerID=40&md5=d1b3705c5dac3377c4a124e2ee373bfa"
"Contant S., Lona L.M.F., Calado V.M.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-18744410130&partnerID=40&md5=2d6c09bb99677fd05a5ad288ab565eca"
"El Kadi H., Al-Assaf Y.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036468586&doi=10.1016%2fS0263-8223%2801%2900152-0&partnerID=40&md5=dd23981257978df63a8b44fdd5177892"
"Antoniak D., Konderla P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034481980&partnerID=40&md5=a5d8871e83d322df2a53eda285db069a"
"Salant R.F.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032850853&doi=10.1243%2f1350650991542938&partnerID=40&md5=20dea380b04a73d01bb7aed4efc9c12d"
"Van Leeuwen H., Wolfert M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751032146&partnerID=40&md5=7a7fdc41f3d79c0e57eb256eb6bb06f7"
