Author(s) ID,Link
"6506917045;57210679891;57212087972;57212091651;55652634200;55651834500;57212084015;57212087301;57212092014;36476277500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075864461&doi=10.1007%2f978-3-030-31635-8_77&partnerID=40&md5=d10739401c536f0afca9338641f35d9c"
