Author(s) ID,Link
"57194163106;57212259792;56667985700;56533167600;57194169260;56477617500;56071449500;7404769327;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018974849&doi=10.1007%2fs12598-017-0902-0&partnerID=40&md5=46e3c8381cc917afdb38ba528b6c64b2"
