Author(s) ID,Link
"35102910700;57212302979;57212308525;36053000200;23973597600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076852880&doi=10.1016%2fj.jhazmat.2019.121848&partnerID=40&md5=24eedd4f16baa888e2caacfb858ea81f"
