Author(s) ID,Link
"57211168607;57211170199;36976885000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072851131&doi=10.1007%2f978-3-030-30484-3_50&partnerID=40&md5=39de571d7b62854ee0e8c9acbd2fdf54"
