Author(s) ID,Link
"55905621300;55905640400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057407940&doi=10.1051%2fe3sconf%2f20186300006&partnerID=40&md5=03052519e36e43c1bb4925904247bbf3"
"12780993800;57206271841;36019397700;57212686032;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024886695&doi=10.1007%2fs13349-017-0233-8&partnerID=40&md5=ab1887c6633a9dd2f60e76d5a8f59f92"
"6505849416;55625826500;35610964100;55843825300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009113206&partnerID=40&md5=ae8a95df23d9ab5881deb3040dd875d3"
