Author(s) ID,Link
"14016333300;57207477589;57206739474;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060314188&doi=10.1109%2fSmartWorld.2018.00216&partnerID=40&md5=f354dc445baf761db232475a864d9661"
