Author(s) ID,Link
"57069466900;46161085800;42262164200;57192559560;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052624067&doi=10.1515%2fijeeps-2018-0022&partnerID=40&md5=c9e6e9922ce1a24d75485e7bb379206c"
"57069466900;42262164200;46161085800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015859682&doi=10.1109%2fNPSC.2016.7858854&partnerID=40&md5=20bb71be7739adfd148551110bf75625"
"46161085800;57069466900;42262164200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028323602&doi=10.13052%2fjge1904-4720.7122&partnerID=40&md5=6c3b28b2dcae2e5f1f9e1899b6438af0"
"55227107100;7401797089;6602391589;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897656521&doi=10.12915%2fpe.2014.03.10&partnerID=40&md5=5a23a6f3a8f3e9e57ce652e229fe17ab"
