Author(s) ID,Link
"36113472500;56013739100;6504798525;35490277500;8727007900;56013861500;57201135491;6506223850;57214721488;56154780600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078960291&doi=10.1016%2fj.cpme.2020.100094&partnerID=40&md5=219d33a87f9adfa626b50d6f9e6750c8"
