Author(s) ID,Link
"24516526900;6507822613;57215809140;7801407348;7004172835;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029142097&doi=10.1002%2fjobm.3620350211&partnerID=40&md5=a45ae1db65d4b8b24f393da9d4437e10"
