Author(s) ID,Link
"14021459100;6701340571;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946410652&doi=10.1007%2f978-3-319-19216-1_25&partnerID=40&md5=37578892c6c5e092c564348e3b552a88"
"8958237400;14021459100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870931629&doi=10.1007%2f978-3-642-34630-9_22&partnerID=40&md5=310e24fbdebad700759ae79e007727ea"
"8958237400;14021459100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861059500&doi=10.1007%2f978-3-642-29347-4_80&partnerID=40&md5=2fe78d9bf3a66438d8837bfb4d5b6778"
