Author(s) ID,Link
"53364909700;57202196184;57196244218;57196248679;57201255739;57192715681;56844738800;57203844019;57188769938;56420913900;57190093348;7404518780;57189460156;57215109597;57169430100;57203844478;56539174300;57202463764;57192451877;56645515900;35362674200;15836097900;57203840543;55672073000;7004987612;7005742011;35235999300;23669123200;36712402400;7003617149;7004173112;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053152403&doi=10.1016%2fj.chemosphere.2018.08.078&partnerID=40&md5=8a84a4eba8736938f561562b8a4f8ae0"
