Author(s) ID,Link
"6603426063;36023580600;7202207863;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-39449124403&doi=10.1098%2frspa.2007.0023&partnerID=40&md5=9ffc1419ad0fa2272c78e5a7188e502d"
"6506040554;7801320370;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030283921&doi=10.1080%2f09500349608232888&partnerID=40&md5=25e41e28d9c9c24bc881d28f1d1b5033"
"6506040554;7801320370;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345965295&doi=10.1080%2f09500349214550701&partnerID=40&md5=356bb85a7024d076a432c19f57b4f689"
"7003467198;35611694700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881064481&doi=10.1117%2f12.952961&partnerID=40&md5=750acc0b56ca303a5e90293f8f238bd8"
"7003467198;57198226809;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022942759&doi=10.1117%2f12.938969&partnerID=40&md5=9604574d9f87ce2fd712451106eddbfa"
