Authors,Link
"Zhang Y., Zhu W., Hui F., Lanza M., Borca-Tasciuc T., Muñoz Rojo M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071445067&doi=10.1002%2fadfm.201900892&partnerID=40&md5=74cb546e89ef28f08e99698c06cbd361"
"Weidenfeller L., Hofmann M., Supreeti S., Mechold S., Holz M., Reuter C., Manske E., Rangelow I.W.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083557244&doi=10.1016%2fj.mee.2020.111325&partnerID=40&md5=2c2013fb268efcd62c677c6d7f4e22fb"
"Xu K., Chen J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076523311&doi=10.1007%2fs13204-019-01229-5&partnerID=40&md5=1fce9908c418c580b686cdc0aac541b4"
"Hofmann M., Weidenfeller L., Supreeti S., Mechold S., Holz M., Reuter C., Sinzinger S., Manske E., Rangelow I.W.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079351522&doi=10.1016%2fj.mee.2020.111234&partnerID=40&md5=3419c86de4cf6156ac4262f1310af220"
"Wajnert D., Sykulski J.K., Tomczuk B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079774056&doi=10.3390%2fs20041116&partnerID=40&md5=f90fd394e45dc397ca01db8bafea32c1"
"Kunicki P., Moczała-Dusanowska M., Jóźwiak G., Szymanowska P., Piasecki T., Gotszalk T.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075913858&doi=10.1016%2fj.micron.2019.102792&partnerID=40&md5=4f08bb334853afbd23b6a281626b114d"
"Mognaschi M.E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067977127&doi=10.1007%2f978-3-030-21496-8_14&partnerID=40&md5=abf735dd601eadefe9f256315e46b55c"
"Orłowska K., Mognaschi M.E., Kwoka K., Piasecki T., Kunicki P., Sierakowski A., Majstrzyk W., Podgórni A., Pruchnik B., Barba P.D., Gotszalk T.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082384679&doi=10.24425%2fmms.2020.131710&partnerID=40&md5=a1c5737284108bc1ec500c979fdb51db"
"Di Barba P., Mognaschi M.E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067973602&doi=10.1007%2f978-3-030-21496-8_13&partnerID=40&md5=be61d6bf5534ebc21e4a10df2f2cffeb"
"Fern F., Füßl R., Schienbein R., Theska R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082498012&partnerID=40&md5=6ca9d6dc4a3a9cb98684d67ba218df21"
"Di Barba P., Mognaschi M.E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067964552&doi=10.1007%2f978-3-030-21496-8_11&partnerID=40&md5=d965cc58417fe6bdd5cba087021c034c"
"Kwoka K., Orłowska K., Majstrzyk W., Sierakowski A., Janus P., Tomaszewski D., Grabiec P., Piasecki T., Gotszalk T.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075723212&doi=10.1016%2fj.sna.2019.111747&partnerID=40&md5=28a897c26ec7dea13c113824bc9fbe5b"
"Yazgi S.G., Ivanov T., Holz M., Rangelow I.W., Alaca B.E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077513017&doi=10.1116%2f1.5122675&partnerID=40&md5=2933630bdc248febc2087649d278462c"
"Setiono A., Nyang'Au W.O., Fahrbach M., Xu J., Bertke M., Wasisto H.S., Peiner E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076028030&doi=10.1088%2f1361-6439%2fab4e29&partnerID=40&md5=0ef655d34c7e0c316f594a23c9062d8b"
"Hofmann M., Mecholdt S., Mohr M., Holz M., Dallorto S., Manske E., Fecht H.-J., Rangelow I.W.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073243778&doi=10.1116%2f1.5122272&partnerID=40&md5=48b0a118b165f3941fcfe8a15bbe62ad"
"Staaks D., Yu Z., Dhuey S.D., Sassolini S., Lee K.Y., Rangelow I.W., Olynick D.L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075734479&doi=10.1116%2f1.5123397&partnerID=40&md5=4a6e1b13c4857faf4a83bf56f9d014f1"
"Ryu M., Honda R., Reich A., Cernescu A., Li J.-L., Hu J., Juodkazis S., Morikawa J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073295634&doi=10.3390%2fapp9193991&partnerID=40&md5=bed1fdeaba4a144cac610bbac8e05bde"
"Zang H., Zhang X., Zhu B., Fatikow S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068940643&doi=10.1016%2fj.sna.2019.07.007&partnerID=40&md5=e28bd4d01dae805bd36380415abac48a"
"Sohrabi M., Torkanpouri K.E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064249647&doi=10.1016%2fj.rinp.2019.102164&partnerID=40&md5=18ad2ba7f285d6acf1ef611923e48efa"
"Hofmann M., Mechold S., Holz M., Ahmad A., Ivanonv T., Rangelow I.W.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067105991&doi=10.1109%2fICMECH.2019.8722885&partnerID=40&md5=6fda231b4b8302ba1f256c359c6ea1c0"
"Xu J., Bertke M., Wasisto H.S., Peiner E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066108391&doi=10.1088%2f1361-6439%2fab0cf5&partnerID=40&md5=12db1229772fceaf0bf235c57a9c7a81"
"Lenk C., Krivoshapkina Y., Hofmann M., Lenk S., Ivanov T., Rangelow I.W., Ahmad A., Reum A., Holz M., Glinsner T., Eibelhuber M., Treiblmayr D., Schamberger B., Chouiki M., Chan B.T., El Otell Z., De Marneffe J.-F.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062296725&doi=10.1116%2f1.5067269&partnerID=40&md5=5cab398326e606dd4ca5eefe7447f684"
"Ryu M., Honda R., Cernescu A., Vailionis A., Balčytis A., Vongsvivut J., Li J.-L., Linklater D.P., Ivanova E.P., Mizeikis V., Tobin M.J., Morikawa J., Juodkazis S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070115390&doi=10.3762%2fBJNANO.10.93&partnerID=40&md5=a2a7a9dabee5a1b1a0b01f62f9b04e33"
"Weidenfeller L., Hofmann M., Kirchner J., Supreeti S., Rangelow I.W., Sinzinger S., Manske E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076686514&doi=10.1117%2f12.2528136&partnerID=40&md5=b16b62f0a058a3ddcaa91835de9bc45c"
