Author(s) ID,Link
"8678737400;36702245200;57214359744;35772894800;57212607888;55837554800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077214688&doi=10.1364%2fOE.27.037274&partnerID=40&md5=928a8a7fb7963c44fdf288446139d501"
"41561432100;7005575160;57193124869;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029843181&doi=10.1002%2f14651858.CD009877.pub2&partnerID=40&md5=b98103c17b2391a809bec9b617320409"
"57194396987;6603925452;7102116596;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019894987&doi=10.1364%2fAO.56.004338&partnerID=40&md5=0c58d5ad66eb6a22c8da1fa13decd7ae"
"6701831563;56427898100;26538857800;56326939700;56261301000;35582478000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954539928&doi=10.1364%2fOE.23.019396&partnerID=40&md5=9cd30b6f16fc7b957985614e200bdffb"
"54399333600;56456350600;56095368600;6506322212;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992491354&doi=10.1016%2fj.ifacol.2015.07.001&partnerID=40&md5=a9ff2061959d4feed3f451215af8c4a8"
"57196161642;57199888323;56341119400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885644131&doi=10.1016%2fj.ijleo.2013.05.110&partnerID=40&md5=33b3002f854a5a1eea0fec7a114ecbbf"
"6506322212;57214489501;54399333600;57197376397;55813577300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886666466&doi=10.3182%2f20130925-3-CZ-3023.00064&partnerID=40&md5=8ba46583074964374792d4b742ef2644"
"35797016100;14523781600;55447971900;7402916044;7006815701;7401935349;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875624914&doi=10.3928%2f1081597X-20130117-08&partnerID=40&md5=d65468c5e7cac8a322793b70f10b7b34"
"6506322212;57214489501;56257833900;54899324700;54399333600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897454723&doi=10.1515%2fbmt-2012-4010&partnerID=40&md5=a16ca36b8bd706ba2828d4a3571bf840"
