Author(s) ID,Link
"57189376996;36053519600;56404984000;23483221100;37115055500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039898981&doi=10.1109%2fICEmElec.2016.8074413&partnerID=40&md5=d36c5f3663b791c8aed59e022f21fc2d"
