Author(s) ID,Link
"55812690200;6508025467;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996536591&doi=10.1515%2face-2015-0092&partnerID=40&md5=ca70585bcd890cc60c32ae371562ec4e"
"56179611200;55387330900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901431802&doi=10.1016%2fj.jcsr.2014.04.033&partnerID=40&md5=90e2882c9c758a56f631ce85ba24013e"
"56179611200;55387330900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867341036&doi=10.1016%2fj.acme.2012.03.003&partnerID=40&md5=6a807e645add18b438d3b0dea5defa38"
