Author(s) ID,Link
"7006080914;6602676189;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033323129&partnerID=40&md5=8f757744e929209cb94518318b1d72bd"
"7006080914;6506008839;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030189339&partnerID=40&md5=37df654dba6adb342af698b81b6da7dd"
