Author(s) ID,Link
"55682655087;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058273447&doi=10.1007%2fs11224-018-1239-5&partnerID=40&md5=fc4c6a25c20bc8cda19823acafc8cd00"
"57190937846;57208060882;56362530000;57208061109;56606406800;6505644010;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065885270&doi=10.1088%2f2053-1591%2fab1784&partnerID=40&md5=e6ab6dddb9e6b5fa597e4af0e67a5396"
"56424379600;57190849693;55605324500;14059340500;12784860300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065741150&doi=10.1063%2f1674-0068%2fcjcp1902036&partnerID=40&md5=3801e6b853963b39015ccdad7b67e2ae"
"14619001000;57203178794;57210438687;57207993596;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074905005&partnerID=40&md5=bf80270c32cf712fad6041856c7646de"
"15761056800;57210174425;57210173955;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069772182&doi=10.3390%2fCOATINGS9020120&partnerID=40&md5=8bf9832f4ed83240512c6e69dc0f1366"
"57204140116;57105444400;57191277228;57204144351;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054618332&doi=10.1007%2fs11082-018-1648-0&partnerID=40&md5=ddd9be5ab188ef001c25426c579f8c9d"
"57211429049;15027049200;35606887300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052457963&doi=10.1063%2f1.5050723&partnerID=40&md5=44bde0654936e1d341800634f1582f82"
"56319128300;56424379600;55431109000;14059340500;55605324500;36968396900;57203736918;12784860300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045070478&doi=10.1021%2facs.jpca.8b01366&partnerID=40&md5=bab2833df010f24e750565b9abc2a7bb"
"57214420311;57199714658;57191480739;56212612600;57214420119;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024499943&doi=10.1007%2fs11664-017-5668-5&partnerID=40&md5=fdd54a70644ed9cfb8f886c76840967c"
"57194609786;56064363700;56012345100;7003753680;55763795150;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029167602&doi=10.3390%2fs17092061&partnerID=40&md5=5d1fde65a1673b0f7d0f0281bf155c0f"
