Author(s) ID,Link
"57193670665;55663603900;6603163160;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043402378&doi=10.14419%2fijet.v7i2.3.9966&partnerID=40&md5=4052e246d2a047fa7128b68f66ff10a7"
