Author(s) ID,Link
"26430439500;6701791563;6508094602;7006373103;36818159500;7405360748;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-54149083249&doi=10.1063%2f1.3002373&partnerID=40&md5=ac1802a93e71ee59feb2a00bb8797c25"
