Author(s) ID,Link
"7004252854;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922580106&doi=10.1093%2facprof%3aoso%2f9780198526605.001.0001&partnerID=40&md5=066440f3fbd8cb9c51e2e883c5a5c774"
"7006232457;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033873980&doi=10.1023%2fA%3a1006733132325&partnerID=40&md5=c7edb841fefec33b4a358619b26df6b5"
"7004252854;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029695239&partnerID=40&md5=9ac8b0188e7a5f2ac255af36cfb62abb"
"24440691100;23016312400;23022429900;6603792736;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746376039&doi=10.1063%2f1.468738&partnerID=40&md5=29d042ea74e5375a5d21d7bf3644ddf3"
"23016312400;6603792736;55108306600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040975021&doi=10.1063%2f1.466583&partnerID=40&md5=6110db358cc41ede5564352f4a7e67c0"
"7003830151;6604028482;35493886300;6701539497;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028525076&doi=10.1016%2f0022-2313%2894%2990344-1&partnerID=40&md5=6ee4c83165981c3a70c4b5f9e9782618"
"7003830151;6604028482;35493886300;6701539497;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963196967&doi=10.1080%2f10587259308032225&partnerID=40&md5=d901bc4c62bbb9f7665240b989fbda36"
"7409583485;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2742527846&doi=10.1016%2f0301-0104%2893%2980114-O&partnerID=40&md5=f9759023e28ddf62abfee015bf0a9aeb"
"7003838324;7101959736;7003830151;6604028482;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026224092&doi=10.1016%2f0022-2313%2891%2990041-S&partnerID=40&md5=1642e16d44881d4debcfd14239a4fe95"
"7101959736;7003838324;7005408655;6507684384;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4243486983&doi=10.1016%2f0009-2614%2890%2980150-C&partnerID=40&md5=6929935e45d5f6e44f58d8b6b744d1c9"
"6603792736;24440691100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2742610529&doi=10.1063%2f1.456214&partnerID=40&md5=f36c3714392cccb8b0bb857324ed96a0"
"7003838324;7101959736;7202727587;7004935265;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0005243647&doi=10.1016%2f0301-0104%2888%2985049-3&partnerID=40&md5=ca2f479ad4c354c4d81737b094b10190"
"57206314564;6506096614;7003330801;7103336987;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022689095&doi=10.1016%2f0379-6779%2887%2990398-5&partnerID=40&md5=2582da7a7ddea6f7e1bdf79935ae6f56"
"7101959736;7003838324;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0009952939&doi=10.1103%2fPhysRevB.36.7840&partnerID=40&md5=06f695315bf9ec21cd46ebe491de6b27"
"7003842058;57210686659;7202727587;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022739823&doi=10.1016%2f0038-1098%2886%2990230-9&partnerID=40&md5=f056f75c7d5e518092910d934abe0c66"
"7202727587;7103263216;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36549093925&doi=10.1063%2f1.451423&partnerID=40&md5=442afe6f2b239d3da17239d76d481a21"
