Author(s) ID,Link
"6508229073;15842405800;15841621100;7410353724;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-9644255862&doi=10.1139%2fS03-078&partnerID=40&md5=488be3ec3a958c96a2f52ac0f06526e6"
"6701511885;6602093647;15752571000;7003957316;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037057039&doi=10.1016%2fS0011-9164%2802%2900585-4&partnerID=40&md5=5840b29fa03d2a331879fba166281a72"
