Author(s) ID,Link
"55899193100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-13444305305&doi=10.1021%2fef049899m&partnerID=40&md5=4bd4e62ca8ff49046a9f7036999090e5"
"55899193100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042185731&partnerID=40&md5=6b0c751823e26032312791285e15ca23"
"55899193100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041292898&partnerID=40&md5=e6ab7fcdc78205015a127918d936e5f9"
