Author(s) ID,Link
"57200654932;16637996300;37118618800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042084523&doi=10.1016%2fj.cryogenics.2018.02.005&partnerID=40&md5=2ef31d0110bf1f7e9cb248d413772cfd"
"37118618800;55330694800;57190338577;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029226192&doi=10.1007%2f978-3-319-65960-2_74&partnerID=40&md5=2dce023e472660b6c863e515cedee421"
