Author(s) ID,Link
"57194340434;57216635771;57194345877;57193911996;57194333244;57204093951;57204088724;57194342642;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084157648&doi=10.3969%2fj.issn.2095-4344.1498&partnerID=40&md5=5ed31300df8d323780fc36a40417ed5a"
