Author(s) ID,Link
"57190440831;7102025017;6602000059;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054060252&doi=10.1049%2fiet-rpg.2018.5274&partnerID=40&md5=756b3e5e5bd0fa1087e4064a02a3c9f2"
"57188873609;57209460471;57194503649;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067826619&doi=10.1109%2fICIEAM.2018.8728788&partnerID=40&md5=95e3e88d3d04332fbd14a5d49bf40f67"
"55210964800;6602497628;35325119300;6602391589;24073439900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997771288&partnerID=40&md5=51a560feb18a55aa5b30a7235b1c8631"
"16303045700;6603046570;6602675781;6701755086;26664864200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870585894&doi=10.1109%2fPESGM.2012.6345484&partnerID=40&md5=aa2ce72f0ac50ebbae20858a99d3443b"
"16303045700;6603046570;6701755086;6602675781;26664864200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863699965&doi=10.1049%2fcp.2012.0019&partnerID=40&md5=aff98d727d0333bdb15bef948508f0ca"
"25653800400;7006610003;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856273074&doi=10.1049%2fiet-gtd.2011.0329&partnerID=40&md5=47bef4fb506ed27a09ac0186aa4c9489"
"39761310700;7401797089;7102155939;57190444473;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650877897&doi=10.1109%2fTPWRD.2010.2068578&partnerID=40&md5=68b7b74652f5bf7464ee8eba39d8f30b"
"25653800400;7006610003;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957831583&doi=10.1109%2fPQ.2010.5549993&partnerID=40&md5=f0e0fc5ac1f818c786f8421180be8a70"
"25653800400;7006610003;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956314674&doi=10.1049%2fcp.2010.0255&partnerID=40&md5=7634a5d795c48fc77ab5cc33af534baf"
"9334128800;15623621600;8288524700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956625970&doi=10.4316%2faece.2010.03019&partnerID=40&md5=6b63579bc309fad223a5b25c516ba873"
"25653800400;7006610003;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951739579&partnerID=40&md5=eec6a846782d04714fba098664b8326a"
"25653800400;7006610003;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941623861&partnerID=40&md5=ac11b4e9db5bd3ba9d45bace022e42d2"
"35325119300;6602497628;6602391589;7601422007;36675190500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35148876513&doi=10.1109%2fTPWRD.2007.905283&partnerID=40&md5=61baffb4f6453661f6920009a3e04c9f"
"35325119300;6602391589;6602497628;7601422007;36675190500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750094485&doi=10.1109%2fTPWRD.2006.874581&partnerID=40&md5=db0ef93541cc7076c464a99e6084ded9"
