Author(s) ID,Link
"35571653900;6507822665;22234209500;6603746951;57190283501;7102780024;57205414238;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076293638&doi=10.3390%2fmolecules24234398&partnerID=40&md5=9e8351bb5bf8ebd86de5c129e05cd8fc"
