Author(s) ID,Link
"56564996500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065867161&doi=10.1007%2f978-3-030-19501-4_43&partnerID=40&md5=d3049aec29ce3fb5547a1a8c3ed1daba"
