Author(s) ID,Link
"57205649077;57214241755;7501876386;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078544819&doi=10.3390%2fe22010023&partnerID=40&md5=2491de6f7f7283a4615d404ed27f8b17"
"12242263200;57195234274;12544974600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070868508&doi=10.1103%2fPhysRevA.100.022318&partnerID=40&md5=b5be08109452ba2d5d0df17a64a74176"
"12242263200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057518544&doi=10.1103%2fPhysRevA.98.052344&partnerID=40&md5=5ae1c86d7aa04cd250156d200caab748"
"12242263200;12544974600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042008884&doi=10.1103%2fPhysRevA.97.012306&partnerID=40&md5=5a7ee9672e862b70efa2bf2dc431bb0a"
