Author(s) ID,Link
"55553650000;57194788307;56963064100;57207473356;57194788696;57193010562;52563775200;56115508200;56911221500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022201358&doi=10.1109%2fJSTQE.2017.2720959&partnerID=40&md5=f83b760f803694b384c61b09c74c628a"
