Author(s) ID,Link
"56259240700;6602117021;55368883100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078665000&doi=10.1002%2fvnl.21759&partnerID=40&md5=1fbc41b8e26b02ee4028d75999ba11b3"
"57191276007;56219195900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041541060&doi=10.1016%2fj.compositesb.2018.01.031&partnerID=40&md5=b8b621a364d3773a77d8f1abd5ea85ab"
"36188287300;36188209200;57196406940;26643535500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938738544&doi=10.1007%2fs00107-015-0928-7&partnerID=40&md5=c5a2bdc22d280829ce085e41c5293da9"
"57203144366;57216273951;37074715700;57203624206;55663508200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940177538&doi=10.7317%2fpk.2015.39.4.572&partnerID=40&md5=18f3813324a32a370021b39255485928"
"57198634102;56402940100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918835442&doi=10.1002%2fpc.22912&partnerID=40&md5=1427639aba728c373e160eebf6b5e0e2"
"6602639936;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914701126&partnerID=40&md5=173188453287a7c269060e7fd528f6f8"
"56082654500;37017521700;55628526656;9846221900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904961858&doi=10.1515%2fcppm-2013-0019&partnerID=40&md5=52d1c03e6133e7b072a9443bc153b693"
"37078651400;7005063001;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872321594&doi=10.1002%2fapp.37844&partnerID=40&md5=f044067a57af74e2fc0d28a4ad045e5f"
"38361363600;6507836892;7102149604;35616489200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867867143&doi=10.1002%2fpc.22351&partnerID=40&md5=f61ad02736eddc38597969d6af35a0c8"
"42962668900;38361363600;6506253600;35616489200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857997160&doi=10.1002%2fapp.35378&partnerID=40&md5=d867e0caf8747976fb8df4f63fa37f42"
"37078651400;7005063001;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856745405&doi=10.1002%2fapp.34898&partnerID=40&md5=b7dd4372236e3ce38fbe874b93075ce6"
"37078651400;7005063001;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052423807&doi=10.1002%2fapp.34108&partnerID=40&md5=3d3b59da39cb9bfe79d2676d26e3fbfb"
"38361363600;42962668900;6506253600;35616489200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051797993&doi=10.1002%2fvnl.20270&partnerID=40&md5=f096b66336cda7c3aa5495a1a60d60c7"
"42962668900;6506253600;35616489200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051802186&partnerID=40&md5=08947109c34d2793d522a7ec4f2620fc"
