Author(s) ID,Link
"6506607347;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-41149092297&partnerID=40&md5=8498291ec9a06885265835e476a9b1a5"
"6506607347;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645770737&partnerID=40&md5=fbbb27e0c277e3ca147699d0ac8bfba1"
