Author(s) ID,Link
"16053957900;6603537177;6701814137;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873360204&doi=10.1080%2f00268976.2012.726377&partnerID=40&md5=846b0e1220563e2b8d72ac7616fb7031"
