Author(s) ID,Link
"57192074278;6603734051;6603012862;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078107995&doi=10.2514%2f1.T5623&partnerID=40&md5=06129a290115e20f1050b2ad49d3b73e"
"57192074278;6603734051;6603012862;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996569971&doi=10.1016%2fj.ijheatmasstransfer.2016.10.089&partnerID=40&md5=85ba5c74f1695dbab461f9740f51fec0"
"57192074278;6603734051;6603012862;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007174661&doi=10.1016%2fj.elstat.2016.12.004&partnerID=40&md5=608aaca30fe4d2477777455614324007"
