Author(s) ID,Link
"56027273900;57193382419;57214803806;57214799950;7403492117;56776710200;7202306717;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079151213&doi=10.1016%2fj.jip.2020.107334&partnerID=40&md5=05f8ca103da05bff350e05a72b536c70"
