Author(s) ID,Link
"57194774768;6602852356;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021882549&doi=10.5604%2f01.3001.0010.0104&partnerID=40&md5=7c9d48579369170ddea2ce646b579a60"
