Authors,Link
"Zhou W., Kikuchi K., Nomura N., Yoshimi K., Kawasaki A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081642338&doi=10.1016%2fj.mtla.2020.100655&partnerID=40&md5=a5ce06b0524df22f81fb980d42a88472"
"Croitoru C., Roata I.C., Pascu A., Stanciu E.M., Hulka I., Stoian G., Lupu N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074288694&doi=10.1016%2fj.apsusc.2019.144173&partnerID=40&md5=1c160cc6119fd68ff625dfecff7bb5ba"
"Wang D., An X., Han P., Fu H., Yang X., Zou Q.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081220209&doi=10.1155%2f2020%2f5468076&partnerID=40&md5=31a9bf2745599f7192973611a4d3ee8c"
"Marzo F.F., Alberro M., Manso A.P., Garikano X., Alegre C., Montiel M., Lozano A., Barreras F.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082739291&doi=10.1016%2fj.ijhydene.2020.03.076&partnerID=40&md5=e702f145dc4b457517ca1d335e535789"
"Çomakli O., Yazici M., Yetim T., Yetim F., Celik A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070390961&doi=10.1108%2fILT-11-2018-0414&partnerID=40&md5=e32513eb3165f0f64957cf8c2c885f87"
"Gao Z., Zhang D., Hou L., Li X., Wei Y.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072520073&doi=10.1016%2fj.corsci.2019.108196&partnerID=40&md5=95ee0b6475676cd53df43d139751c5ec"
"Cardoso H.R.P., Rapacki C., Ferreira J.Z.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071303936&doi=10.1080%2f1478422X.2019.1657703&partnerID=40&md5=1327f3ff3c57ef21205751f43bbe23f8"
"Hussain O., Saleem S., Ahmad B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075453168&doi=10.1088%2f1757-899X%2f561%2f1%2f012007&partnerID=40&md5=717692a625ffd016ba000e79c4fdf58c"
"Fatichi A.Z., Mello M.G., Caram R., Cremasco A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071742632&doi=10.1007%2fs10800-019-01345-8&partnerID=40&md5=bf32b478c3a14d5dd0efe771b40e998b"
"Mamizadeh Janqour L., Sarabi A.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064259633&doi=10.1016%2fj.porgcoat.2019.04.036&partnerID=40&md5=3d0ec993ac2088240858ab53a757cd0f"
"Sahnesarayi M.K., Sarpoolaky H., Rastegari S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068690348&doi=10.22068%2fijmse.16.2.33&partnerID=40&md5=4e721a576ba414379f493c95befa8b9f"
"Lu Y., Feng H., Zhang X.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070389940&doi=10.11896%2fcldb.18030037&partnerID=40&md5=1b886d232a2c6acb7beb0e05276b3a4c"
"Nabizadeh M., Sarabi A.A., Eivaz Mohammadloo H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054360746&doi=10.1016%2fj.surfcoat.2018.10.012&partnerID=40&md5=68da0c1fc2b1a2a9a4e7d7be1d7abf44"
"Lu Y., Feng H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083432758&doi=10.20964%2f2019.12.04&partnerID=40&md5=6cda3b51b2f448c8b4a422b021e3bfe3"
"Boukerche S., Himour A., Bououdina M., Bensouici F., Ouchenane S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062803553&doi=10.1088%2f2053-1591%2fab042f&partnerID=40&md5=600aa8e90e33dd17e9db4414282921cf"
"Kharchenko V.O., Dvornichenko A.V., Zhylenko T.I.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068155498&doi=10.1007%2fs13204-019-01091-5&partnerID=40&md5=7332d41496fe758215a740b14ce2c371"
"Omar R., Aboraia M.S., Oraby E.A., Gubner R., Rizk A.E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060177273&doi=10.1088%2f2053-1591%2faae0b9&partnerID=40&md5=a3b2085538d0c0ed56c4765039bd9d2f"
"Eivaz Mohammadloo H., Sarabi A.A., Asemani H.R., Ahmadi P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054291758&doi=10.1016%2fj.porgcoat.2018.09.023&partnerID=40&md5=a720e08b6342d973c72e422bd7468c0c"
"Chang J.-K., Lin C.-S., Wang W.-R., Cheng W.-J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047932193&doi=10.1007%2fs11661-018-4694-0&partnerID=40&md5=e8f1cc9ff62679da3ba03b6cf685fb8f"
"Peng R., Yang W.-L., Fu L.-C., Zhu J.-J., Li D.-Y., Zhou L.-P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052615574&doi=10.19476%2fj.ysxb.1004.0609.2018.05.13&partnerID=40&md5=9bef37d95df82937006ae00c9b0dbf09"
"Çomaklı O., Yazıcı M., Yetim T., Yetim A.F., Çelik A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041234628&doi=10.1016%2fj.ceramint.2018.01.046&partnerID=40&md5=69558f59fff9d421edcf345387876540"
"Jin X., Zhang Y., Chen L., Yu J., Xue W.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041479154&doi=10.1016%2fj.surfcoat.2018.01.069&partnerID=40&md5=45d1f8ede8ed9549472a0a4cedf4a439"
"Mirahmahdi H., Kalantar M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046647505&doi=10.1134%2fS207020511802020X&partnerID=40&md5=9751192f8d607712bd4f6c16e61a7739"
"Luo H., Leitch M., Zeng H., Luo J.-L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049419419&doi=10.1016%2fj.mtphys.2018.03.001&partnerID=40&md5=26aee5a27fe3dd5c09aafd864a8bbe87"
"Saini A., Dhayal V., Agarwal D.C.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038851435&doi=10.1016%2fj.surfcoat.2017.12.020&partnerID=40&md5=31c2d7c17e03f3a69e883fb6c353a1a7"
"Mori S., Lamastra F.R., Kaciulis S., Soltani P., Montesperelli G.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029502862&doi=10.1080%2f1478422X.2017.1376943&partnerID=40&md5=e70a3c28a1f922c129d61fd1cd148f7a"
