Author(s) ID,Link
"8282697200;54394371900;7005144048;54393405600;15761056800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893120727&doi=10.1108%2fCW-10-2013-0036&partnerID=40&md5=e59a5befdb21d53828dbf3428a970d61"
