Author(s) ID,Link
"57208663893;7202320554;56730291000;35182659600;8358717400;6602927174;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065485215&doi=10.1016%2fj.eswa.2019.04.053&partnerID=40&md5=6319618af23e298d3446806cb2005536"
