Authors,Link
"Xu H., Xie C., Wang R., Gou B., Luo S., Zhou J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078662626&doi=10.1039%2fd0ra00134a&partnerID=40&md5=99acc238130a1d864df6651e570bf3b5"
"Thabet A., Mobarak Y., Kannan N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074952119&doi=10.1063%2f1.5131593&partnerID=40&md5=c4d52080dad01b4422485c64e2d97a83"
"Boudissa R., Bouchelga F., Kornhuber S., Haim K.D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072516307&doi=10.3390%2fen12183549&partnerID=40&md5=a6c42b139a598243685368c27d804117"
"Ochoa J.C., Macas J.S., Quizhpi F.P., Quizhpi M.C., Gomez F.J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063897244&doi=10.1109%2fROPEC.2018.8661354&partnerID=40&md5=dff35f68eff945a0f4037758dcc8acd7"
"Muremi L., Bokoro P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056558264&doi=10.1109%2fEEEIC.2018.8494442&partnerID=40&md5=b937e3d27bfb65df63c576a540763a9f"
"Rashid A., Amin M., Ali M., Khattak A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052317273&doi=10.1088%2f2053-1591%2faad448&partnerID=40&md5=e2184510891940b716a6a5ff1c1ee311"
"Aouabed F., Bayadi A., Rahmani A.E., Boudissa R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046039501&doi=10.1109%2fTDEI.2017.006568&partnerID=40&md5=5368fbe7198ed7b1c14f2e3af9d43dea"
"Kiszło S., Szymański M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012247085&doi=10.15199%2f48.2017.02.53&partnerID=40&md5=8054ae69e2d69ffba6fb6787450500ab"
"Chrzan K.L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026263303&partnerID=40&md5=dbcb848d00346974533b5ecbcb64aa8d"
"Al-Gheilani A., Rowe W., Li Y., Wong K.L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019549481&doi=10.1016%2fj.egypro.2017.03.112&partnerID=40&md5=709d83ee7044539f0917b086d5f1e724"
"Soares D.M., Mendonça S., Neto E.T.W., Martinez M.L.B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008625477&doi=10.1016%2fj.elstat.2016.10.001&partnerID=40&md5=38899426f02abe9115aec2981d72ef26"
"Wieczorek K., Jaroszewski M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989831439&doi=10.15199%2f48.2016.10.40&partnerID=40&md5=0fcf730fa6181aef7310650aeab37380"
