Author(s) ID,Link
"57211061058;57211061379;57211062343;14035445100;57213438151;56641038800;15081466700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072522144&doi=10.1016%2fj.promfg.2019.08.008&partnerID=40&md5=7894874fc1a8fcbf2fa1c87d30b70d38"
