Author(s) ID,Link
"57201491536;57201497424;56529126500;57201493487;57201492750;36237097300;55875782700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045107273&doi=10.15666%2faeer%2f1602_15071518&partnerID=40&md5=da6d0cf0ff5ade76c52702be66857a94"
