Author(s) ID,Link
"7004040694;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028323881&doi=10.1016%2f0148-9062%2894%2992803-7&partnerID=40&md5=bf147954b82dc4498f656d4051ae0753"
