Author(s) ID,Link
"57204513548;57190064877;7003545779;24724793300;7801337085;6505910300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055894150&doi=10.1016%2fj.osn.2018.10.008&partnerID=40&md5=38ff6d622ca1710d66e913c59dced387"
