Author(s) ID,Link
"57194199592;7004006559;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069853144&doi=10.1016%2fj.physa.2019.122106&partnerID=40&md5=8bdca017469c48c09f54b436454c0e40"
"7003608372;8502353200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064604624&doi=10.1007%2fs13398-019-00671-y&partnerID=40&md5=a1186cada971e25efc7f7bd31a99e508"
"56252973100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055973256&doi=10.1016%2fj.jmaa.2018.11.004&partnerID=40&md5=9cfb9b5ca74759ab02412bf8a106ca7d"
"7801313530;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077120787&doi=10.1515%2fanona-2020-0045&partnerID=40&md5=eb1ba2f0f0cc66186647dffe4ad6e61b"
"36619822900;6603209386;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076756915&doi=10.1007%2f978-3-030-29614-8_4&partnerID=40&md5=0aca4d3c87789f8cad509d43ccac7dbe"
"35269538300;7403980173;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059879249&doi=10.1007%2fs40590-017-0170-x&partnerID=40&md5=73ab0e9cae5bd0a9ffdfd03596e32b36"
"36619822900;8590663200;57201529331;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053441698&doi=10.1088%2f1751-8121%2faad8c9&partnerID=40&md5=8631ab34b7fe2daa43f223480fcd36fa"
"7103074114;56346981900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048044165&doi=10.3934%2fdcds.2018174&partnerID=40&md5=68a9d14c1dda4ca454638ed8da4168c7"
"56085848500;6602325983;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050718975&doi=10.1063%2f1.5042075&partnerID=40&md5=208119dac1163d7580b47301900c12e1"
"57202548540;7003819648;6602602134;7006163675;7005761292;25225219100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048709042&doi=10.1021%2facs.jctc.8b00115&partnerID=40&md5=6c07c296a8c83c48d2f7f161d3768f18"
"35791985400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042791145&doi=10.1007%2fs00009-018-1090-3&partnerID=40&md5=9cf203521b1c2f130951f39c63ad0885"
"6506202906;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045219507&doi=10.1216%2fJIE-2018-30-1-147&partnerID=40&md5=eb60894d6384ed4a2ec160e0ec98f132"
"36169451000;11739380900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021671954&partnerID=40&md5=165bd87e665ba7b0b5b9a09dea2d896d"
"16304733400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006086196&doi=10.1016%2fj.jmaa.2016.11.035&partnerID=40&md5=5fe980fd11f8b2b4d0eec2623431dd35"
"22135207300;24469170600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017464556&doi=10.1088%2f1751-8121%2faa651e&partnerID=40&md5=01b2b9ea4165becfbe582444d9529da4"
"56708270400;35263099100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949486367&doi=10.1007%2fs12190-015-0963-x&partnerID=40&md5=5ffdc4705cb58c807e55ff1d0d9fad66"
"6506202906;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015360817&doi=10.4064%2fcm6842-1-2016&partnerID=40&md5=84fef71a84a648235bfd8a2c71c84226"
"36182137100;55325485200;6506595649;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982218163&doi=10.1016%2fj.physa.2016.07.041&partnerID=40&md5=01ae540c3bbd79a1b7ed91aee96c9354"
"36182137100;6506202906;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952360294&doi=10.1016%2fj.physa.2015.12.016&partnerID=40&md5=94d49574b1ca4088bcaf6b7939928966"
"7403100899;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018872074&doi=10.1007%2f978-3-319-33304-5&partnerID=40&md5=5e29e98294ea0cad765eb76f571b2299"
"36619822900;55883460300;16031309900;7005826185;7202918583;55146842500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945242246&doi=10.1103%2fPhysRevE.92.042117&partnerID=40&md5=5d399966d5ab0d60ab32d08ca5140747"
"56539211900;7408611903;57199992674;56604537400;56604447700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928387694&doi=10.1016%2fj.physa.2015.04.005&partnerID=40&md5=e7abea0a5969308d73596a51ccc2a674"
"56462841400;8219455800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936999408&doi=10.1103%2fPhysRevE.92.012102&partnerID=40&md5=e24e2c68332b7a3b74e835c01ad56ba8"
"36921235400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933565886&doi=10.1134%2fS0001434615050247&partnerID=40&md5=96b8ddcea08abab3eb211831476b9539"
"9841402100;9843118600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922896361&doi=10.1016%2fj.amc.2015.01.057&partnerID=40&md5=99614c88b8f8be621db951e258cd733d"
"6506202906;7102556253;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964601640&doi=10.1216%2fJIE-2015-27-4-555&partnerID=40&md5=ed0f6240ac0d4205b9a89d44085d274b"
"56085848500;56035399900;6602325983;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924977336&doi=10.1016%2fj.cnsns.2015.01.001&partnerID=40&md5=f0448813e5aadebcf976df6e57cbd5bd"
"36182137100;55325485200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896456652&doi=10.1016%2fj.physa.2014.03.016&partnerID=40&md5=1e7d414da47b62e650aaafd47786e21b"
"37033158200;7006313713;6602952039;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892997857&doi=10.1016%2fj.cnsns.2013.12.003&partnerID=40&md5=0a7242964f95dc5b02e269b3806c0a6f"
"16304733400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887233854&doi=10.1016%2fj.na.2013.10.005&partnerID=40&md5=101794a4bd22b2e92f5fee9b2959f6f1"
"56085848500;56035399900;6602325983;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905579589&doi=10.1063%2f1.4863995&partnerID=40&md5=ecf1fed73201130434fb783862628e9f"
