Author(s) ID,Link
"54382275400;55532207500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871298599&doi=10.2478%2fv10089-012-0022-4&partnerID=40&md5=7d415c21c5c8f98b437157f918ed6d9a"
