Author(s) ID,Link
"6602259663;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032277623&partnerID=40&md5=d0e5d91daa365927d5c875408ad7e2bc"
"6701609660;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031690187&partnerID=40&md5=9afc7f884b1ca254e86ff279b539e244"
