Author(s) ID,Link
"10539769900;57196398766;56928047500;57209263904;9337078000;57209263239;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066991415&doi=10.1016%2fj.jclepro.2019.05.320&partnerID=40&md5=6e3a4f99adc728bdd18dcc6637f185a9"
