Author(s) ID,Link
"57207256934;57207246126;57216375883;55490986000;57216367926;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083332424&doi=10.1016%2fj.optcom.2020.125919&partnerID=40&md5=00cc6cfac421b541d8a00fc4d5d2aa8c"
"57204290369;56167770100;55785629200;14055463000;6602478486;14054582400;57188535415;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083431920&doi=10.1016%2fj.cplett.2020.137400&partnerID=40&md5=4b4ac760a6cf16b113b606a816d7659f"
"6507878052;56013598500;35191003600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084193349&doi=10.3390%2fs20092582&partnerID=40&md5=c8927541d3579b16f3baca8786ed1cda"
"57212156991;55574235373;56093301400;37102221400;26653902000;8303689200;57208795713;57215094821;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079847065&doi=10.1016%2fj.yofte.2020.102163&partnerID=40&md5=02f4b0fce3a0ca648bd5be8f094d7430"
"56490542600;57205303498;57188637202;57193954648;57216132169;57202967711;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082568636&doi=10.1364%2fOE.375421&partnerID=40&md5=1d47f69d578b9c2d49a099751a76ca69"
"57212174279;55812783600;7404786711;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076086212&doi=10.1016%2fj.optcom.2019.125020&partnerID=40&md5=ea435e0b40c71d4e72de0beaa24a215e"
"36191111600;57193167687;24475792200;57208344835;57215929054;7003946927;56034404500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082382141&doi=10.1109%2fJLT.2019.2941726&partnerID=40&md5=ee1a633a85adbad53785bcffc10e1831"
"55949848100;57215819688;56937243500;23389554900;55265799400;56114816400;55855540900;56714217100;57203030215;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081949807&doi=10.3788%2fCOL202018.020601&partnerID=40&md5=99e15c4fa5b2113e57605418d093c767"
"57201289881;57189997722;7801672187;15753635400;57205303120;7202839506;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081537725&doi=10.3390%2fapp10031069&partnerID=40&md5=b6b824a879d243924df74a24a0641921"
"57208013269;6603796715;7004480213;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076830351&doi=10.1016%2fj.sna.2019.111782&partnerID=40&md5=1d2a043b445956d68fa8f5c8ede1e578"
