Author(s) ID,Link
"24484208900;6602605570;55978062100;11839621000;57216484805;12795325300;6701817288;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-48349141226&partnerID=40&md5=dbadb9c86d3f3f5f7c1faef3e0460845"
