Author(s) ID,Link
"35390065400;57196451522;57189992006;55907039000;55629869100;57193072633;57205144052;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079873843&doi=10.1016%2fj.rser.2020.109772&partnerID=40&md5=d89736c6a64220623985c72605491a60"
