Authors,Link
"Szyperski P.D., Iskander D.R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077808295&doi=10.1109%2fACCESS.2019.2960256&partnerID=40&md5=1f06f56b76f7719bc6fc65987d9c5614"
"Rogala M.M., Lewandowski D., Detyna J., Antończyk A., Danielewska M.E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079335011&doi=10.1371%2fjournal.pone.0228920&partnerID=40&md5=384a4981bf3c0b816adc4572585ba345"
"Danielewska M.E., Kicińska A.K., Placek M.M., Lewczuk K., Rękas M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074243897&doi=10.1007%2fs00417-019-04433-9&partnerID=40&md5=95eca657858320bed6179b4771f827ed"
"Wang H.-Y., Seger K.R., Yang S.-N., Xing X.-L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065070415&doi=10.1016%2fj.clae.2019.04.015&partnerID=40&md5=82381c237f88f9cf6bedc48144b100d3"
"Danielewska M.E., Messner A., Werkmeister R.M., Placek M.M., Dos Santos V.A., Rękas M., Schmetterer L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071151990&doi=10.1167%2ftvst.8.4.15&partnerID=40&md5=ab70df96c1d1a62f2718876ea62fced3"
"Aldaba M., Mira-Agudelo A., Ramírez J.F.B., García-Guerra C.E., Ramo J.P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064115491&doi=10.1364%2fJOSAA.36.00B110&partnerID=40&md5=8c7617b7c977d4529f24dc0d839bec1b"
"Hu L., Fang Z., Qin L., Mao K., Chen W., Fu X.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058057561&doi=10.1016%2fj.flowmeasinst.2018.09.001&partnerID=40&md5=c5f08a776f5d099686005669cd57d8d8"
"Herbaut A., Liang H., Denoyer A., Baudouin C., Labbé A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062865965&doi=10.1016%2fj.jfo.2018.10.004&partnerID=40&md5=ee0c14a95f9a3b259daf93b609e2a507"
"Herbaut A., Liang H., Denoyer A., Baudouin C., Labbé A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060257991&doi=10.1016%2fj.jfo.2018.12.001&partnerID=40&md5=11e54fd1f63c5bdccb25eda2326c86ec"
"Jalife-Chavira J.M., Trujillo-Schiaffino G., Mendoza-Villegas P.G., Salas-Peimbert D.P., Anguiano-Morales M., Corral-Martínez L.F.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068381014&doi=10.7149%2fOPA.52.2.51016&partnerID=40&md5=fee3524d5c39a6b0774fd6bb878e66e0"
"Bueno J.M., Ávila F.J., Artal P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055554427&doi=10.1109%2fICTON.2018.8473653&partnerID=40&md5=49927c12b4a25956c87f6e2bf994932c"
"Kobashigawa K.K., Aldrovani M., Sobrinho A.A.F.B., Silva P.E.S., Marcusso P.F., Marinho-Neto F.A., Padua I.R.M., Laus J.L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054653416&doi=10.5935%2f0004-2749.20180076&partnerID=40&md5=2463b6ab589924219c864451528ad5c6"
"Babamohamadi H., Nobahar M., Razi J., Ghorbani R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048963295&doi=10.1177%2f1054773817695618&partnerID=40&md5=105e976e9b6960f93fc866be240a9fae"
"Szyperski P.D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048001075&doi=10.1364%2fAO.57.004491&partnerID=40&md5=84f4374757273909569f3cce2e934c36"
