Author(s) ID,Link
"57194088552;57211829920;57210885961;57189714442;16052552900;7006815014;57214326550;57210422225;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071741226&doi=10.3390%2fcancers11070974&partnerID=40&md5=18a6f554f12935b629f56be0b259529a"
