Author(s) ID,Link
"57214708395;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953879633&doi=10.1002%2f9780470771679.ch4&partnerID=40&md5=1121ee1f58dc0acf852059979e842020"
"7004146634;7003938208;14624338300;7006799960;57208023895;23064786500;7003879188;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748820315&partnerID=40&md5=0e76a9df465079a94bbb705a6819ae67"
"57208023895;23064786500;7003879188;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748736220&partnerID=40&md5=3e4bafb44de1070a587d6241c257a055"
"35430322900;35497070700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029935572&partnerID=40&md5=50ae882ad8f632f695ffb15c69b4d3c3"
"7801452183;35919337800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021351773&doi=10.1002%2fardp.19843170307&partnerID=40&md5=e5498e512b541289d548d54223b41323"
"7801533890;6602139906;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017715685&doi=10.1002%2fhlca.19770600631&partnerID=40&md5=2e66761375cb778da17d882b52a590bb"
"57190361741;7005040928;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979336527&doi=10.1002%2fhlca.19700530525&partnerID=40&md5=aec5170185571780e7e39bb63a866a5b"
