Author(s) ID,Link
"6602848011;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-31044432340&doi=10.1016%2fj.engappai.2005.08.001&partnerID=40&md5=efece6f8558998484160b9103f627ab6"
"6602848011;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-26644459769&partnerID=40&md5=e8fd0ec26a694950cff7de7c447402e4"
"6602848011;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23844538058&partnerID=40&md5=11db5bb4a9c49973011803851cc07b42"
"6602848011;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4344699147&partnerID=40&md5=157ea309c280355a5a6ed8c083ad54d5"
"6602848011;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4344659149&partnerID=40&md5=731e2a6b0404cd9372463b5bfa88dc07"
"6602848011;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23844559006&doi=10.1016%2fS1474-6670%2817%2930871-6&partnerID=40&md5=0f0bc7a8ba5948ee214e047a4142b8d2"
