Author(s) ID,Link
"57193328047;34977976000;7004945120;7102128274;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349305439&doi=10.1007%2fs11390-009-9254-z&partnerID=40&md5=16fd8c4a5b630cfd5f89c702134acf6a"
"14032760300;7401957037;55714369300;7201806088;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65549114689&doi=10.1016%2fj.chaos.2007.10.031&partnerID=40&md5=d6407807a9dc226cc60cce621265b534"
