Author(s) ID,Link
"9639662000;36665024400;55776082600;7006369910;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031822647&doi=10.1016%2fj.scitotenv.2017.08.040&partnerID=40&md5=ec764dfa7148d47e959fb500413e3511"
