Author(s) ID,Link
"57202358790;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082434671&doi=10.1108%2fJPIF-12-2019-0157&partnerID=40&md5=fc278cb90d74497ad4135bf02fe2b795"
"34771890400;23091462600;8971393400;38962268400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884947669&doi=10.1007%2f978-3-642-40769-7_51&partnerID=40&md5=a1bd7f9569047e8f43792b71ab5f9275"
"35179293700;23091462600;34771890400;8971393400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78449246613&doi=10.1007%2f978-3-642-15387-7_15&partnerID=40&md5=5fb399a36f5a31ae4de734ff6e33c462"
