Authors,Link
"Ghalehbandi S.M., Biglari F.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083645144&doi=10.1016%2fj.engfailanal.2020.104545&partnerID=40&md5=29548ec52160bc61b5ad11158e157465"
"Deepesh V., Amal V.P., Muthukumaran S., Sastikumar D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079345023&doi=10.1016%2fj.jmapro.2020.02.004&partnerID=40&md5=145adbcaad33a94be35dadf9dca919e8"
"Zhou C.-G., Zhou H.-X., Feng H.-T.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078679645&doi=10.1016%2fj.wear.2020.203201&partnerID=40&md5=0362cf422568c7cefb5c6cc5dc75f7b8"
"Gronostajski Z., Widomski P., Kaszuba M., Zwierzchowski M., Polak S., Piechowicz, Kowalska J., Długozima M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079170390&doi=10.1016%2fj.jmapro.2020.01.037&partnerID=40&md5=612b47ede667485203098219e70a59bf"
"Wang X.H., Liu S.S., Zhang M., Qu K.L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077360899&doi=10.1080%2f10402004.2019.1694200&partnerID=40&md5=fdc2a5033753635202825f986d4a2bae"
"Zhang M., Li C., Gao Q., Fang J., Wu T.L., Wang K.H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078962918&doi=10.1016%2fj.ijleo.2020.164286&partnerID=40&md5=7ab00666772944e63f9142da98dfd3a1"
"Yadav P.K., Dixit G., Kuriachen B., Verma M.K., Patel S.K., Singh R.K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077301552&doi=10.1007%2fs40735-019-0317-6&partnerID=40&md5=d42e8ff04e79455a6d2e43a076e48717"
"Nie C., Wang H., He J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076246736&doi=10.1016%2fj.mechmat.2019.103276&partnerID=40&md5=3a5380f35c65d2ecd162690e3608fc51"
"Kaczyński P., Skwarski M., Jaśkiewicz K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078410172&doi=10.1016%2fj.jmapro.2020.01.023&partnerID=40&md5=a3b352562cee4ee1a1e59e0d40bf49b4"
"Gao T., Ying L., Hu P., Han X., Rong H., Wu Y., Sun J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076634298&doi=10.1016%2fj.jmapro.2019.12.012&partnerID=40&md5=9faca453a7f28fdccaced778cdb7f271"
"Zhang M., Wang X., Liu S., Qu K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077658654&doi=10.1016%2fj.jre.2019.05.013&partnerID=40&md5=e5ec78fd5bf42df873126fa48671e1d4"
"Behrens B.-A., Brunotte K., Lippold L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083013538&doi=10.1007%2f978-3-030-24247-3_15&partnerID=40&md5=190195f37c00aaac6658d42ed45a0f0f"
"Hawryluk M., Mrzygłód B., Gronostajski Z., Głowacki M., Olejarczyk-Wozeńska I.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081970178&doi=10.24425%2famm.2019.131114&partnerID=40&md5=f7421412780cb401950c4fe8158a6c4e"
"Wilkus M., Szeliga D., Rauch Ł., Pietrzyk M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081066298&partnerID=40&md5=499dcdc9e8c166913e53ad2c13c555fa"
"Rader K.E., Carter J.T., Hector L.G., Jr., Taleff E.M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079603058&doi=10.1007%2f978-3-030-36408-3_35&partnerID=40&md5=bc142a6d5480bbc1e891cc816b3b4b4c"
"Zhang Z., Zhang X., He D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077523667&doi=10.1007%2fs11665-019-04545-7&partnerID=40&md5=0fb48a0494eabfbc57982e174ead4646"
"Gupta R., Sharma S., Nanda T., Pandey O.P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082693071&doi=10.1016%2fj.ceramint.2020.03.262&partnerID=40&md5=c89a36d9be612d5540543f08fc8eee01"
"Wang X., Zhou T., Zhou H., Wu P., Ran M., Gao Z., Zhou H., Kong C., Zhang P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066292115&doi=10.1016%2fj.optlastec.2019.105598&partnerID=40&md5=94df73f315875e6c0cde1ee068a08127"
"Joshy S., K.R J., A R., D M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071612388&doi=10.1108%2fWJE-09-2018-0334&partnerID=40&md5=3eeae0574f449eeb53e66d9d9c97a275"
"Yan C., Zheng Y.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080057896&doi=10.16356%2fj.1005-1120.2019.05.010&partnerID=40&md5=a95880020c76f549e1bb828f62a82f66"
"Yu Y., Alba D.R., Schaeffer L., Hirt G.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072053872&doi=10.1007%2fs11740-019-00917-z&partnerID=40&md5=973c227eefe572677a9421f7be7c92da"
"Jamkamon K., Yamada K., Inoue T., Sekiya K., Tanaka R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068202879&doi=10.1007%2fs12541-019-00182-1&partnerID=40&md5=ef131775cf568abb11c8de0236f9c0e5"
"Ying L., Gao T., Rong H., Han X., Hu P., Hou W.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067783853&doi=10.1016%2fj.jallcom.2019.05.342&partnerID=40&md5=df90f581260c61ad8f794a1b397ccc05"
"Wang X., Qi Z., Chen K., Liu Y., Wang E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067256044&doi=10.1007%2fs00170-019-03909-6&partnerID=40&md5=5a16cc86b4f59de181c9f1f31d9e70d2"
"Leszczyńska-Madej B., Madej M., Wąsik A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060936854&doi=10.1177%2f0021998318823886&partnerID=40&md5=e28fbec7c0bb3c0bd28adffcb3b6a631"
"Ahmad B., Galloway A., Toumpis A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060585070&doi=10.1080%2f13621718.2019.1570682&partnerID=40&md5=0bf8b460550f78bc3c10029f2b47b658"
"Gronostajski Z., Kaszuba M., Zimoch W., Reczuch K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072552121&doi=10.1016%2fj.acme.2019.08.006&partnerID=40&md5=f88b17b5b778b15ff15eefa8dce3552a"
"Hynes N.R.J., Sankaranarayanan R., Tharmaraj R., Pruncu C.I., Dispinar D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069502077&doi=10.1007%2fs40430-019-1831-7&partnerID=40&md5=22d71f67c9ff4a8a84984613eb6e7a8c"
"Almomani M.A., Hayajneh M.T., Alelaumi S.M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069056387&doi=10.1080%2f13640461.2019.1643061&partnerID=40&md5=bdba7fadebdbc06111b0aafe45fe059f"
"Falat L., Džupon M., Ťavodová M., Hnilica R., L'uptáčiková V., Čiripová L., Homolová V., Ďurišinová K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068766768&doi=10.3390%2fma12132212&partnerID=40&md5=013c7cefb651600f81804a2c362e6470"
