Author(s) ID,Link
"57210992825;26534783000;57194587474;57211003947;57210995533;57195983486;57211002282;57210997544;7102348456;57205523505;7004935121;7003946927;57105776400;57203302743;24166237900;7004515495;8561735000;8561735500;7003271102;6602684754;56034404500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072175843&doi=10.1364%2fOE.27.026772&partnerID=40&md5=7d72366fb87b718e011a0f3687249ce3"
