Author(s) ID,Link
"7005012952;7006129363;57200170307;26023407900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930871663&doi=10.1533%2f9780857096883.3.489&partnerID=40&md5=3b30802849c85fdc301d88d88fa6ae58"
"35387615600;6506909729;57198892248;23969312500;6603231654;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885709796&doi=10.3928%2f01477447-20130821-21&partnerID=40&md5=1f0e8b7fa372613c473771beba449aeb"
"25638645000;57195915888;55254191300;23493721400;15833177800;55871121959;57213764093;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880564948&doi=10.1177%2f1740349912464930&partnerID=40&md5=a05c657eff10793bab00595129e50dda"
"7005916452;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902036049&doi=10.1016%2fC2011-0-07805-5&partnerID=40&md5=3e5ae3cdf6fff9a93bb26fff9133a62f"
"7005916452;6603189231;24778195200;17345665800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951934364&doi=10.3390%2fijms11041580&partnerID=40&md5=5f161983a4a042cf8655e42589797e52"
"36976114200;7005848849;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349108629&doi=10.1007%2fs10800-008-9738-5&partnerID=40&md5=c542d00bfd05136f66fe8ca80f538886"
"25638645000;57195915888;6602280845;23097073700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73349105253&doi=10.1134%2fS2070205109030071&partnerID=40&md5=b0b31b1d5a6597ee1d60ee9d93512c9c"
"25638645000;57195915888;6602280845;23097073700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57749107508&doi=10.1007%2fs11003-008-9070-6&partnerID=40&md5=17903c87be8c6122affa5e70dd13c277"
"7005916452;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013736871&doi=10.1016%2fB978-0-08-045142-8.X5000-2&partnerID=40&md5=ca35311e83a2504e858e8dc550bc91e4"
"7401966918;13907263200;24076311300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23144439969&doi=10.1016%2fj.tsf.2005.05.016&partnerID=40&md5=b8f2f73aa00c5749fcd2e3159890b58f"
"6701664078;6507465310;7402613733;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033996147&doi=10.1002%2f%28SICI%291097-4636%28200005%2950%3a2%3c131%3a%3aAID-JBM6%3e3.0.CO%3b2-7&partnerID=40&md5=80631818285709ed8234f3cc4968a8c5"
"7004700395;7003560555;7201448825;6603747287;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000101355&partnerID=40&md5=e46a2002391e1f0ae6bdfa771c28d1bb"
"6507163737;7003560555;7201448825;6603747287;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0343932801&partnerID=40&md5=313f973ca716dfb6bad9b811f9b053e7"
"6602639672;7004342264;6603119949;55397962500;6504460594;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032643756&doi=10.1016%2fS0040-6090%2899%2900230-8&partnerID=40&md5=992b117a7ead07ac8fd56bcdd86174dc"
"6602639672;7004342264;6504300492;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-11544257190&partnerID=40&md5=b292800449a5cebcac9acf1673847356"
"7005916452;35914104500;8847012600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030626653&partnerID=40&md5=1ca7ca875e2638f52821ad8e53876bd0"
"7004342264;6602639672;7005100866;55397962500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0343051816&doi=10.1016%2fS0142-9612%2896%2900210-4&partnerID=40&md5=b5c9351b8d194acf278c44133ebc5052"
"6602639672;7004342264;7005100866;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029290150&doi=10.1007%2fBF00275385&partnerID=40&md5=83b6e00652b5eb7fd6808552a01b1568"
"7402856796;35557689800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029171728&doi=10.1016%2f0109-5641%2895%2980007-7&partnerID=40&md5=6367a9ae074f2dcfdc6e0fe849667bfc"
"6602112221;7102665709;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027578215&doi=10.1016%2f0043-1648%2893%2990461-T&partnerID=40&md5=f877c4cb3375276854b62ddc5ec638b1"
"6701588517;7007011625;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027023099&doi=10.1016%2f0300-5712%2892%2990021-4&partnerID=40&md5=e4d4c9a31ecad67546d684f849f15372"
"7004342264;6602639672;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047699765&doi=10.1179%2fbcj.1992.27.2.135&partnerID=40&md5=0c8380eafa2dc447ab2016501587531e"
